Anlageschl;Einsatz-ID;Projektnummer;DSO Schlüssel 2;Netzbetreiber (ILN-Nummer);Datum Regelung ab;Uhrzeit Regelung ab;Datum Regelung bis;Uhrzeit Regelung bis;Regelstufe Einspeisermanagemen;Entschädigungspflichtig;Ursache;Ort;Anforderer (ILN-Nummer)
E20793013000000000000021046370001;SHN201500000203;15557;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793014000000000000021424900001;SHN201500000203;18021;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793018000000000000002846000001;SHN201500000204;3128;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793013000000000000003998000006;SHN201500000204;2769;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793018000000000000002855000003;SHN201500000204;2938;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E2079301S120000000000031253400001;SHN201500000220;32696;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793012000000000000020996910001;SHN201500000220;15169;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793012000000000000017627580001;SHN201500000220;3905;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793015000000000000021261550001;SHN201500000220;22616;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793015000000000000021314780001;SHN201500000220;21434;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793012000000000000021471840001;SHN201500000220;15573;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793012000000000000017627580002;SHN201500000220;3905;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793010000000000000023370900001;SHN201500000220;34082;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793015000000000000021045120001;SHN201500000220;19749;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793012000000000000021303990001;SHN201500000220;20830;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793019S12000000000001804130001;SHN201500000203;27165;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793014000000000000021185720001;SHN201500000203;19117;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793013S12000000000002829320001;SHN201500000203;28238;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793014000000000000021331620001;SHN201500000203;18100;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793013000000000000020940470001;SHN201500000203;17128;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793019000000000000017802330001;SHN201500000203;3975;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793015000000000000021258860001;SHN201500000220;20871;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793012000000000000021040810001;SHN201500000220;17409;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793015000000000000021014940002;SHN201500000220;14193;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793012000000000000021215140001;SHN201500000220;19198;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793015000000000000021014940001;SHN201500000220;14193;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793012000000000000020767380001;SHN201500000220;13073;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793012000000000000020598810001;SHN201500000220;12182;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Quickborn;Schleswig-Holstein Netz
E20793014000000000000020197400001;SHN201500000203;9455;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793013000000000000021225840001;SHN201500000203;15330;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E2079309S120000000000021197700001;SHN201500000203;32525;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793019000000000000020484410001;SHN201500000203;9200;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793019000000000000021311630001;SHN201500000204;19032;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793013000000000000021368350001;SHN201500000203;18869;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793013000000000000017603420001;SHN201500000203;3320;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793019000000000000003002000001;SHN201500000203;3496;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793018000000000000002860000005;SHN201500000204;3275;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793018S12000000000001849960001;SHN201500000204;3834;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793018000000000000002908000002;SHN201500000204;2773;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E2079301SZP0000000000049814600001;SHN201500000203;45061;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793018000000000000002875000006;SHN201500000203;3034;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E2079301S120000000000034359300001;SHN201500000203;19112;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793014000000000000003064000001;SHN201500000203;2828;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793018000000000000002841000001;SHN201500000204;2880;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
E20793019000000000000021321300001;SHN201500000204;18457;;Schleswig-Holstein Netz;10.01.2014;08:30:09;10.01.2014;08:58:01;000;EEG;Netzengpass;Marne;Schleswig-Holstein Netz
