Anlageschl;Einsatz-ID;Projektnummer;DSO Schl¸ssel 2;Netzbetreiber (ILN-Nummer);Datum Regelung ab;Uhrzeit Regelung ab;Datum Regelung bis;Uhrzeit Regelung bis;Regelstufe Einspeisermanagemen;Entsch‰digungspflichtig;Ursache;Ort;Anforderer (ILN-Nummer)
E2079301EA01000000000206114100001;SHN201410003887;11767;;Schleswig-Holstein Netz;19.10.2014;09:33:25;20.10.2014;09:48:33;000;EEG;Netzengpass;Lindewitt.110/20.Trafo 121;TenneT
E2079301S120000000000025072700001;SHN201410003887;34906;;Schleswig-Holstein Netz;19.10.2014;09:33:25;20.10.2014;09:48:33;000;EEG;Netzengpass;Lindewitt.110/20.Trafo 121;TenneT
E2079301S120000000000028368400001;SHN201410003887;35274;;Schleswig-Holstein Netz;19.10.2014;09:33:25;20.10.2014;09:48:33;000;EEG;Netzengpass;Lindewitt.110/20.Trafo 121;TenneT
E2079301S120000000000032104900001;SHN201410003887;36961;;Schleswig-Holstein Netz;19.10.2014;09:33:25;20.10.2014;09:48:33;000;EEG;Netzengpass;Lindewitt.110/20.Trafo 121;TenneT
E2079301S120000000000032104900002;SHN201410003887;36961;;Schleswig-Holstein Netz;19.10.2014;09:33:25;20.10.2014;09:48:33;000;EEG;Netzengpass;Lindewitt.110/20.Trafo 121;TenneT
E2079301S120000000000034639600001;SHN201410003887;38037;;Schleswig-Holstein Netz;19.10.2014;09:33:25;20.10.2014;09:48:33;000;EEG;Netzengpass;Lindewitt.110/20.Trafo 121;TenneT
E2079301S120000000000035497800001;SHN201410003887;37505;;Schleswig-Holstein Netz;19.10.2014;09:33:25;20.10.2014;09:48:33;000;EEG;Netzengpass;Lindewitt.110/20.Trafo 121;TenneT
E2079301S120000000000021164900001;SHN201410003887;11751;;Schleswig-Holstein Netz;19.10.2014;09:33:25;20.10.2014;09:48:33;000;EEG;Netzengpass;Lindewitt.110/20.Trafo 121;TenneT
E20793010S12000000000002230600001;SHN201500003887;22345;;Schleswig-Holstein Netz;19.10.2014;09:33:25;20.10.2014;09:48:34;000;EEG;Netzengpass;Lindewitt.110/20.Trafo 121;TenneT
E2079301EA01000000000059099600003;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000044652700003;SHN201500003888;32380;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000059099600005;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600002;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000044652700004;SHN201500003888;32380;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600003;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600004;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000002;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000003;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000059099600001;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000006;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600005;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600001;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000001;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000004;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000059099600004;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000044652700002;SHN201500003888;32380;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000005;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000059099600002;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000007;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000044652700001;SHN201500003888;32380;;Schleswig-Holstein Netz;19.10.2014;09:33:27;19.10.2014;09:44:14;030;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000059099600003;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000044652700003;SHN201500003888;32380;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000059099600005;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600002;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000044652700004;SHN201500003888;32380;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000007;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600003;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000002;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000003;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000044652700001;SHN201500003888;32380;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000059099600001;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000006;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600005;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000001;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000004;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000044652700002;SHN201500003888;32380;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000070608000005;SHN201500003888;44732;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000059099600002;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000059099600004;SHN201500003888;36537;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600004;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000066880600001;SHN201500003888;40086;;Schleswig-Holstein Netz;19.10.2014;09:44:14;19.10.2014;11:37:55;000;EEG;Netzengpass;Soholm.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000071219100001;SHN201510003889;46997;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793010000000000000021457290001;SHN201410003889;21859;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021281920001;SHN201410003889;19890;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021300840001;SHN201410003889;15571;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021460650001;SHN201410003889;17097;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021460650002;SHN201410003889;17097;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793016000000000000020758070001;SHN201410003889;13245;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793017000000000000021022390001;SHN201410003889;15031;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020455400001;SHN201410003889;10091;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020455400002;SHN201410003889;10091;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020455400003;SHN201410003889;10091;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020503370001;SHN201410003889;10089;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020503370002;SHN201410003889;10089;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020503370003;SHN201410003889;10089;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020947070001;SHN201410003889;15453;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000021348780001;SHN201410003889;22369;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301S120000000000022766300001;SHN201410003889;32021;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301S120000000000034642800001;SHN201410003889;37611;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301S120000000000035501100001;SHN201410003889;31514;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301SZP0000000000046188200001;SHN201410003889;40148;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079304S120000000000027690200001;SHN201410003889;39163;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;NiebÅll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793017000000000000021457770001;SHN201410003889;26838;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021300840001;SHN201410003889;15571;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000021131660001;SHN201410003889;15564;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020503370003;SHN201410003889;10089;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301SZP0000000000039603600001;SHN201410003889;37601;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301SZP0000000000043975800001;SHN201410003889;37775;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020979090001;SHN201410003889;14615;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793012000000000000020966290001;SHN201410003889;18218;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000020701960002;SHN201410003889;13688;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793016000000000000021314300001;SHN201410003889;24001;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000020961480001;SHN201410003889;14189;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079300S120000000000027200700001;SHN201410003889;34320;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793010000000000000017621080001;SHN201410003889;5383;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793014000000000000021465460001;SHN201410003889;20720;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021243170001;SHN201410003889;17691;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021460570001;SHN201410003889;19686;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000021518650001;SHN201410003889;26426;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301SZP0000000000039251700001;SHN201410003889;39771;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301S120000000000029422900001;SHN201410003889;28520;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000021331540001;SHN201410003889;18681;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021284570001;SHN201410003889;24812;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021292630001;SHN201410003889;20906;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020503370002;SHN201410003889;10089;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793016000000000000020566290001;SHN201410003889;10760;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000021131660002;SHN201410003889;15564;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793010000000000000021218670001;SHN201410003889;19442;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000020701960004;SHN201410003889;13688;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000020701960003;SHN201410003889;13688;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020503370001;SHN201410003889;10089;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021308570001;SHN201410003889;22349;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000021317580001;SHN201410003889;20509;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301S120000000000028308700001;SHN201410003889;39911;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793016000000000000020566290004;SHN201410003889;10760;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301S120000000000028537500001;SHN201410003889;32197;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301S120000000000023036300001;SHN201410003889;33527;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E2079301S120000000000035499300001;SHN201410003889;37943;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793013000000000000020701960001;SHN201410003889;13688;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020455400003;SHN201410003889;10091;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793016000000000000020566290003;SHN201410003889;10760;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020979090002;SHN201410003889;14615;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000020455400002;SHN201410003889;10091;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793019000000000000021516270002;SHN201410003889;14579;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793016000000000000020566290002;SHN201410003889;10760;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo 122;Schleswig-Holstein Netz
E20793012000000000000020633500001;SHN201500003889;12408;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E2079301EA01000000000040897900001;SHN201500003889;37366;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E20793016000000000000020836920002;SHN201500003889;13867;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E20793010000000000000001191100001;SHN201500003889;6899;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E20793013000000000000021499560001;SHN201500003889;22680;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E20793013000000000000017797640001;SHN201500003889;5054;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E20793019000000000000020966990001;SHN201500003889;17163;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E20793010000000000000021043200001;SHN201500003889;17364;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E20793016000000000000020836920001;SHN201500003889;13867;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E20793016S12000000000001779050001;SHN201500003889;21367;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
E2079301S120000000000020687300001;SHN201500003889;33065;;Schleswig-Holstein Netz;19.10.2014;09:55:03;19.10.2014;11:37:49;000;EEG;Netzengpass;Nieb¸ll.110/20.Trafo;Schleswig-Holstein Netz
