Anlageschl;Einsatz-ID;Projektnummer;DSO Schlüssel 2;Netzbetreiber (ILN-Nummer);Datum Regelung ab;Uhrzeit Regelung ab;Datum Regelung bis;Uhrzeit Regelung bis;Regelstufe Einspeisermanagemen;Entschädigungspflichtig;Ursache;Ort;Anforderer (ILN-Nummer)
E2079301S120000000000041844900001;SHN201520000216;13066;;Schleswig-Holstein Netz;02.06.2014;16:42:42;02.06.2014;17:18:30;060;EEG;Netzengpass;Breklum.110/20.Umsp.;Schleswig-Holstein Netz
E20793012000000000000021246340001;SHN201500000216;20644;;Schleswig-Holstein Netz;02.06.2014;16:42:42;02.06.2014;17:18:30;060;EEG;Netzengpass;Breklum.110/20.Umsp.;Schleswig-Holstein Netz
E20793012000000000000020925800001;SHN201500000216;13066;;Schleswig-Holstein Netz;02.06.2014;16:42:42;02.06.2014;17:18:30;060;EEG;Netzengpass;Breklum.110/20.Umsp.;Schleswig-Holstein Netz
E20793011S12000000000001915070001;SHN201500000216;18834;;Schleswig-Holstein Netz;02.06.2014;16:42:42;02.06.2014;17:18:30;060;EEG;Netzengpass;Breklum.110/20.Umsp.;Schleswig-Holstein Netz
E20793011000000000000021240960001;SHN201500000216;22752;;Schleswig-Holstein Netz;02.06.2014;16:42:42;02.06.2014;17:18:30;060;EEG;Netzengpass;Breklum.110/20.Umsp.;Schleswig-Holstein Netz
E20793014000000000000002347000009;SHN201500000217;2291;;Schleswig-Holstein Netz;05.06.2014;13:31:33;05.06.2014;14:50:22;060;EEG;Netzengpass;Toftum.60/20.Trafo;Schleswig-Holstein Netz
E20793019Y00000000000002359000001;SHN201500000217;8389;;Schleswig-Holstein Netz;05.06.2014;13:31:33;05.06.2014;14:50:22;060;EEG;Netzengpass;Toftum.60/20.Trafo;Schleswig-Holstein Netz
E20793019000000000000002359000001;SHN201500000217;8389;;Schleswig-Holstein Netz;05.06.2014;13:31:33;05.06.2014;14:50:22;060;EEG;Netzengpass;Toftum.60/20.Trafo;Schleswig-Holstein Netz
E20793014000000000000002347000010;SHN201500000217;2291;;Schleswig-Holstein Netz;05.06.2014;13:31:33;05.06.2014;14:50:22;060;EEG;Netzengpass;Toftum.60/20.Trafo;Schleswig-Holstein Netz
E20793014000000000000002347000001;SHN201500000217;2291;;Schleswig-Holstein Netz;05.06.2014;13:31:33;05.06.2014;14:50:22;060;EEG;Netzengpass;Toftum.60/20.Trafo;Schleswig-Holstein Netz
